cohortId,cohortNameLong,logicDescription,recommendedReferentConceptIds,ohdsiForumPost,createdDate,modifiedDate
358,Acute Respiratory Failure among persons with no chronic respiratory failure,All events of Acute Respiratory Failure among persons with no evidence of chronic respiratory failure in past 365 days,"319049, 4256228",https://forums.ohdsi.org/t/17895,2023-03-15,2023-09-25
359,Acute Respiratory Failure,All events of Acute Respiratory Failure,"319049, 4256228",https://forums.ohdsi.org/t/17895,2023-03-15,2023-09-25
360,Pleural Effusion,All events of Pleural Effusion,254061,https://forums.ohdsi.org/t/17895,2023-03-15,2023-09-25
361,Restless legs,all events of Restless legs. Persons exit on cohort end date,73754,https://forums.ohdsi.org/t/18236,2023-04-25,2023-09-19
362,Acute Kidney Injury AKI,"Acute Kidney Injury (AKI) indexed on a diagnosis of Acute kidney injury or a Dialysis procedure at a medicare certified esrd facility for acute kidney injury without esrd, excluding events/patients with 1. a diagnosis of End-Stage Kidney Disease in the 365 days before AKI occurrence 2. patients receiving chronic dialysis defined as more than 3 recorded events of dialysis in 365 days before AKI occurrence 3. kidney Transplant any time prior applying a washout period of 30 days between observed events. patients exit the cohort 7 days post index",197320,https://forums.ohdsi.org/t/16067,2023-04-25,2023-09-19
363,Joint stiffness,all events of Joint stiffness. Persons exit on cohort end date,"72404, 72711",https://forums.ohdsi.org/t/17895,2023-05-30,2023-09-19
364,Sleep disorder,all events of Sleep disorder. Persons exit on cohort end date,"435524, 442588",https://forums.ohdsi.org/t/17895,2023-05-30,2023-09-19
365,Dysuria,all events of Dysuria,"197684, 4021780",https://forums.ohdsi.org/t/17895,2023-05-30,2023-09-25
366,Streptococcal throat infection,All events of Streptococcal throat infection,"25297, 28060, 4226263",,2023-05-31,2023-09-25
367,Allergic Rhinitis,All events of Allergic rhinitis,"257007, 4320791",,2023-05-31,2023-09-25
368,Sinusitis,all events of Sinusitis. Persons exit on cohort end date,"260123, 4283893",https://forums.ohdsi.org/t/17895,2023-05-31,2023-09-19
369,Allergic condition,all events of Allergic condition. Persons exit on cohort end date,"257007, 43021227",https://forums.ohdsi.org/t/17895,2023-05-31,2023-09-19
370,Allergic disorder,All events of Allergic Disorder,"257007, 43021227",https://forums.ohdsi.org/t/17895,2023-05-31,2023-09-25
371,Claudication Pain,all events of claudication pain,"195834, 317309, 442774",https://forums.ohdsi.org/t/17895,2023-05-31,2023-09-25
372,Otitis media,All events of Otitis media,372328,,2023-05-31,2023-09-25
373,Iron deficiency Anemia,all events of iron deficiency anemia,439777,https://forums.ohdsi.org/t/17856,2023-05-31,2023-09-25
374,Drug dependence,all events of Drug dependence. Persons exit on cohort end date,"437264, 440069",,2023-05-31,2023-09-19
375,Gall stone disorder,all events of Gall stone,"444367, 4145627",,2023-05-31,2023-09-25
376,Bleeding skin,all events of Bleeding skin. Persons exit on cohort end date,"441259, 4177600",,2023-05-31,2023-09-19
377,Petechiae,all events of Petechiae. Persons exit on cohort end date,4155911,,2023-05-31,2023-09-19
378,Purpuric disorder,all events of Purpuric disorder. Persons exit on cohort end date,"441259, 4307580",,2023-05-31,2023-09-19
379,Ecchymosis,all events of Ecchymosis anywhere,"438252, 4118793",,2023-05-31,2023-09-25
380,Jaundice,all events of Jaundice. Persons exit on cohort end date,"137977, 435656",https://forums.ohdsi.org/t/17895,2023-05-31,2023-09-19
381,Skin Itching,events of skin itching,"133834, 133835, 135618, 4169287",https://forums.ohdsi.org/t/17895,2023-05-31,2023-09-25
382,Prurititc Rash,events of pruritic rash,"135618, 4169287",https://forums.ohdsi.org/t/17895,2023-05-31,2023-09-25
383,Eczematous Atopic Dermatitis and non hyperkeratotic dermatosis,,"133834, 133835, 45766714",,2023-05-31,2023-09-25
384,Contact dermatitis,all events of Contact dermatitis. Persons exit on cohort end date,134438,,2023-05-31,2023-09-19
385,Intertrigo,all events of Intertrigo. Persons exit on cohort end date,4242574,,2023-05-31,2023-09-19
386,Seborrheic dermatitis,all events of Seborrheic dermatitis. Persons exit on cohort end date,137053,,2023-05-31,2023-09-19
387,Photodermatitis,all events of Photodermatitis. Persons exit on cohort end date,"4203600, 4239682, 4331304",,2023-05-31,2023-09-19
388,Peripheral neuritis,all events of Peripheral neuritis. Persons exit on cohort end date,4027396,,2023-05-31,2023-09-19
389,Peripheral Neuropathy or Neuritits,first occurrence of peripheral neuritis or neuropathy,"4027396, 4117779",,2023-05-31,2023-09-25
391,Hearing Loss,all events of Hearing Loss,377889,,2023-05-31,2023-09-25
392,Otalgia or Otitis,All events of Otitis or Otalgia,"372328, 4183452",https://forums.ohdsi.org/t/17895,2023-05-31,2023-09-25
393,Low Back Pain or Injury,all events of low back pain or injury,"312998, 4020345",https://forums.ohdsi.org/t/17895,2023-05-31,2023-09-25
394,Gastroesophageal reflux disease,all events of Gastroesophageal reflux disease,"23325, 318800, 4091509",https://forums.ohdsi.org/t/17895,2023-05-31,2023-09-25
395,Dysmenorrhea,all events of Dysmenorrhea,443431,https://forums.ohdsi.org/t/17895,2023-05-31,2023-09-25
396,Osteoarthritis,all events of Osteoarthritis. Persons exit on cohort end date,"80180, 4079750",,2023-05-31,2023-09-19
397,Hyperplasia of prostate,all events of Hyperplasia of prostate. Persons exit on cohort end date,"197032, 443211",,2023-05-31,2023-09-19
398,Bladder Outflow Obstruction,All events of Bladder Outflow Obstruction,"194406, 443211",,2023-05-31,2023-09-25
399,Urolithiasis,all events of Urolithiasis. Persons exit on cohort end date,"201620, 4319447",,2023-05-31,2023-09-19
400,Malignant tumor of prostate,all events of Malignant tumor of prostate. Persons exit on cohort end date,"200962, 4163261",,2023-05-31,2023-09-19
401,Uterine Fibroids or benign uterine tumors,Uterine Fibroids,"197236, 201817",,2023-05-31,2023-09-25
402,Ventilatory assist for respiratory findings with Acute Respiratory Failure,all events of acute respiratory symptoms commonly seen in acute respiratory failure with procedures for ventilatory assist among persons with respiratory failure,"255573, 4027553",https://forums.ohdsi.org/t/17895,2023-05-31,2023-09-25
403,Acute Respiratory Failure in inpatient or Emergency room,all events of Acute Respiratory Failure in inpatient or Emergency room,319049,https://forums.ohdsi.org/t/17895,2023-05-31,2023-09-25
404,"Ventricular Tachycardia, in an Inpatient or Emergency room setting",Ventricular tachycardia with inpatient stay,"437579, 4103295",,2023-05-31,2023-09-25
405,Atrial Fibrillation or Flutter,All events of Atrial Fibrillation or Flutter,313217,,2023-05-31,2023-09-25
406,Intellectual disability,all events of Intellectual disability. Persons exit on cohort end date,40277917,,2023-05-31,2023-09-19
407,Hemorrhoids,all events of Hemorrhoids. Persons exit on cohort end date,195562,,2023-05-31,2023-09-19
410,Acute Urinary tract infections UTI,,81902,,2023-06-01,2023-09-19
411,Sepsis or Septic Shock,All events of Sepsis or Septic Shock,132797,,2023-06-01,2023-09-25
412,"Transverse myelitis indexed on diagnosis (1Ps, 0Era, 365W)","events with a diagnosis of transverse myelitis indexed on diagnosis of transverse myelitis. Events have a 365 days washout period. The events persist for 1 day. Symptoms of Transverse Myelitis included asthenia, muscle weakness, myelitis, paresthesia","139803, 443904",https://forums.ohdsi.org/t/17769,2023-06-02,2023-09-19
414,Acute Skin Eruption symptoms,All events of certain skin eruption symptoms,"134438, 45766714",https://forums.ohdsi.org/t/17895,2023-06-02,2023-09-25
415,Erythema of skin,all events of Erythema of skin. Persons exit on cohort end date,"4300442, 40481101",https://forums.ohdsi.org/t/17895,2023-06-02,2023-09-19
416,Skin Rash,All events of Skin Erythema,135618,https://forums.ohdsi.org/t/17895,2023-06-02,2023-09-25
417,Acute gastrointestinal bleeding events,all events of gastrointestinal bleed,192671,,2023-06-02,2023-09-25
444,Neck pain,all events of Neck pain. Persons exit on cohort end date,24134,,2023-06-25,2023-09-19
445,Hypoglycemia,all events of Hypoglycemia. Persons exit on cohort end date,24609,,2023-06-25,2023-09-19
446,Eosinophilic esophagitis,all events of Eosinophilic esophagitis. Persons exit on cohort end date,27918,,2023-06-25,2023-09-19
447,Esophagitis,all events of Esophagitis. Persons exit on cohort end date,"30437, 30753",,2023-06-25,2023-09-19
448,Dysphagia,all events of Dysphagia. Persons exit on cohort end date,31317,,2023-06-25,2023-09-19
449,Nausea,all events of Nausea. Persons exit on cohort end date,"27674, 31967",,2023-06-25,2023-09-19
450,Constipation,all events of Constipation. Persons exit on cohort end date,75860,,2023-06-25,2023-09-19
451,Myasthenia gravis,all events of Myasthenia gravis. Persons exit on cohort end date,76685,,2023-06-25,2023-09-19
452,Joint pain,all events of Joint pain. Persons exit on cohort end date,"77074, 78232",,2023-06-25,2023-09-19
453,Osteoarthritis,all events of Osteoarthritis. Persons exit on cohort end date,"80180, 4079750",,2023-06-25,2023-09-19
454,Dermatomyositis,all events of Dermatomyositis. Persons exit on cohort end date,80182,,2023-06-25,2023-09-19
455,Fetal growth restriction,all events of Fetal growth restriction. Persons exit on cohort end date,"74469, 80204, 4145947",,2023-06-25,2023-09-19
456,Osteoporosis,all events of Osteoporosis. Persons exit on cohort end date,80502,,2023-06-25,2023-09-19
457,Rheumatoid arthritis,all events of Rheumatoid arthritis. Persons exit on cohort end date,80809,,2023-06-25,2023-09-19
458,Ulcerative colitis,all events of Ulcerative colitis. Persons exit on cohort end date,81893,,2023-06-25,2023-09-19
459,Urinary tract infectious disease,all events of Urinary tract infectious disease. Persons exit on cohort end date,81902,,2023-06-25,2023-09-19
460,Psoriasis with arthropathy,all events of Psoriasis with arthropathy. Persons exit on cohort end date,81931,,2023-06-25,2023-09-19
461,Erythema multiforme,all events of Erythema multiforme. Persons exit on cohort end date,132702,,2023-06-25,2023-09-19
462,Lichen planus,all events of Lichen planus. Persons exit on cohort end date,132703,,2023-06-25,2023-09-19
463,Sepsis,all events of Sepsis. Persons exit on cohort end date,132797,,2023-06-25,2023-09-19
464,Myelofibrosis,all events of Myelofibrosis. Persons exit on cohort end date,133169,,2023-06-25,2023-09-19
465,Thyroiditis,all events of Thyroiditis. Persons exit on cohort end date,"133444, 4281109",,2023-06-25,2023-09-19
466,Atopic dermatitis,all events of Atopic dermatitis. Persons exit on cohort end date,133834,,2023-06-25,2023-09-19
467,Systemic sclerosis,all events of Systemic sclerosis. Persons exit on cohort end date,134442,,2023-06-25,2023-09-19
468,Pityriasis rubra pilaris,all events of Pityriasis rubra pilaris. Persons exit on cohort end date,136774,,2023-06-25,2023-09-19
469,Jaundice,all events of Jaundice. Persons exit on cohort end date,"137977, 435656",,2023-06-25,2023-09-19
470,"Chronic lymphoid leukemia, disease","all events of Chronic lymphoid leukemia, disease. Persons exit on cohort end date",138379,,2023-06-25,2023-09-19
471,Vitiligo,all events of Vitiligo. Persons exit on cohort end date,138502,,2023-06-25,2023-09-19
472,Myelodysplastic syndrome (clinical),all events of Myelodysplastic syndrome (clinical). Persons exit on cohort end date,138994,,2023-06-25,2023-09-19
473,Acute transverse myelitis,all events of Acute transverse myelitis. Persons exit on cohort end date,139803,,2023-06-25,2023-09-19
474,Pemphigoid,all events of Pemphigoid. Persons exit on cohort end date,139899,,2023-06-25,2023-09-19
475,Psoriasis,all events of Psoriasis. Persons exit on cohort end date,140168,,2023-06-25,2023-09-19
476,"Acute myeloid leukemia, disease","all events of Acute myeloid leukemia, disease. Persons exit on cohort end date",140352,,2023-06-25,2023-09-19
477,Hypothyroidism,all events of Hypothyroidism. Persons exit on cohort end date,"138384, 140673",,2023-06-25,2023-09-19
478,Malignant melanoma of skin,all events of Malignant melanoma of skin. Persons exit on cohort end date,141232,,2023-06-25,2023-09-19
479,Chilblains,all events of Chilblains. Persons exit on cohort end date,141456,,2023-06-25,2023-09-19
480,Alopecia areata,all events of Alopecia areata. Persons exit on cohort end date,141933,,2023-06-25,2023-09-19
481,Renal failure syndrome,all events of Renal failure syndrome. Persons exit on cohort end date,"192359, 193782",,2023-06-25,2023-09-19
482,Gastrointestinal hemorrhage,all events of Gastrointestinal hemorrhage. Persons exit on cohort end date,192671,,2023-06-25,2023-09-19
483,Biliary cirrhosis,all events of Biliary cirrhosis. Persons exit on cohort end date,192675,,2023-06-25,2023-09-19
484,End-stage renal disease,all events of End-stage renal disease. Persons exit on cohort end date,193782,,2023-06-25,2023-09-19
485,Low back pain,all events of Low back pain. Persons exit on cohort end date,194133,,2023-06-25,2023-09-19
486,Premature rupture of membranes,all events of Premature rupture of membranes. Persons exit on cohort end date,"194702, 200160",,2023-06-25,2023-09-19
487,Celiac disease,all events of Celiac disease. Persons exit on cohort end date,194992,,2023-06-25,2023-09-19
488,Diarrhea,all events of Diarrhea. Persons exit on cohort end date,196523,,2023-06-25,2023-09-19
489,Acute renal failure syndrome,all events of Acute renal failure syndrome. Persons exit on cohort end date,197320,,2023-06-25,2023-09-19
490,Viral hepatitis C,all events of Viral hepatitis C. Persons exit on cohort end date,197494,,2023-06-25,2025-03-28
491,Malignant tumor of urinary bladder,all events of Malignant tumor of urinary bladder. Persons exit on cohort end date,"196360, 197508",,2023-06-25,2023-09-19
492,Cardiogenic shock,all events of Cardiogenic shock. Persons exit on cohort end date,198571,,2023-06-25,2023-09-19
493,Malignant tumor of cervix,all events of Malignant tumor of cervix. Persons exit on cohort end date,"196359, 198984",,2023-06-25,2023-09-19
494,Primary malignant neoplasm of kidney,all events of Primary malignant neoplasm of kidney. Persons exit on cohort end date,198985,,2023-06-25,2023-09-19
495,Acute pancreatitis,all events of Acute pancreatitis. Persons exit on cohort end date,199074,,2023-06-25,2023-09-19
496,Abdominal pain,all events of Abdominal pain. Persons exit on cohort end date,200219,,2023-06-25,2023-09-19
497,Autoimmune hepatitis,all events of Autoimmune hepatitis. Persons exit on cohort end date,200762,,2023-06-25,2023-09-19
498,Toxic shock syndrome,all events of Toxic shock syndrome. Persons exit on cohort end date,201214,,2023-06-25,2023-09-19
499,Type 1 diabetes mellitus,all events of Type 1 diabetes mellitus. Persons exit on cohort end date,201254,,2023-06-25,2023-09-19
500,Gastritis,all events of Gastritis. Persons exit on cohort end date,201340,,2023-06-25,2023-09-19
501,Crohn's disease,all events of Crohn's disease. Persons exit on cohort end date,201606,,2023-06-25,2023-09-19
502,Kidney stone,all events of Kidney stone. Persons exit on cohort end date,201620,,2023-06-25,2023-09-19
503,Type 2 diabetes mellitus,all events of Type 2 diabetes mellitus. Persons exit on cohort end date,201826,,2023-06-25,2023-09-19
504,Sjögren's syndrome,all events of Sjögren's syndrome. Persons exit on cohort end date,254443,,2023-06-25,2023-09-19
505,Cough,all events of Cough. Persons exit on cohort end date,254761,,2023-06-25,2023-09-19
506,Chronic obstructive lung disease,all events of Chronic obstructive lung disease. Persons exit on cohort end date,255573,,2023-06-25,2023-09-19
507,Pneumonia,all events of Pneumonia. Persons exit on cohort end date,255848,,2023-06-25,2023-09-19
508,Allergic rhinitis,all events of Allergic rhinitis. Persons exit on cohort end date,257007,,2023-06-25,2023-09-19
509,Systemic lupus erythematosus,all events of Systemic lupus erythematosus. Persons exit on cohort end date,257628,,2023-06-25,2023-09-19
510,Acute myocardial infarction,all events of Acute myocardial infarction. Persons exit on cohort end date,"312327, 444406",,2023-06-25,2023-09-19
511,Dyspnea,all events of Dyspnea. Persons exit on cohort end date,312437,,2023-06-25,2023-09-19
512,Thromboangiitis obliterans,all events of Thromboangiitis obliterans. Persons exit on cohort end date,312939,,2023-06-25,2023-09-19
513,Atrial fibrillation,all events of Atrial fibrillation. Persons exit on cohort end date,313217,,2023-06-25,2023-09-19
514,Granulomatosis with polyangiitis,all events of Granulomatosis with polyangiitis. Persons exit on cohort end date,313223,,2023-06-25,2023-09-19
515,Sleep apnea,all events of Sleep apnea. Persons exit on cohort end date,"313459, 442588",,2023-06-25,2023-09-19
516,Thrombotic microangiopathy,all events of Thrombotic microangiopathy. Persons exit on cohort end date,313800,,2023-06-25,2023-09-19
517,Acute febrile mucocutaneous lymph node syndrome,all events of Acute febrile mucocutaneous lymph node syndrome. Persons exit on cohort end date,314381,,2023-06-25,2023-09-19
518,Myocarditis,all events of Myocarditis. Persons exit on cohort end date,314383,,2023-06-25,2023-09-19
519,Heart failure,all events of Heart failure. Persons exit on cohort end date,"316139, 319835",,2023-06-25,2023-09-19
520,Hypertensive disorder,all events of Hypertensive disorder. Persons exit on cohort end date,"312648, 316866, 4028741",,2023-06-25,2023-09-19
521,Asthma,all events of Asthma. Persons exit on cohort end date,317009,,2023-06-25,2023-09-19
522,Coronary arteriosclerosis,all events of Coronary arteriosclerosis. Persons exit on cohort end date,"317576, 764123",,2023-06-25,2023-09-19
523,Arteriosclerotic vascular disease,all events of Arteriosclerotic vascular disease. Persons exit on cohort end date,"318443, 764123",,2023-06-25,2023-09-19
524,Migraine,all events of Migraine. Persons exit on cohort end date,318736,,2023-06-25,2023-09-19
525,Gastroesophageal reflux disease,all events of Gastroesophageal reflux disease. Persons exit on cohort end date,318800,,2023-06-25,2023-09-19
526,Orthostatic hypotension,all events of Orthostatic hypotension. Persons exit on cohort end date,319041,,2023-06-25,2023-09-19
527,Acute respiratory failure,all events of Acute respiratory failure. Persons exit on cohort end date,319049,,2023-06-25,2023-09-19
528,Polyarteritis nodosa,all events of Polyarteritis nodosa. Persons exit on cohort end date,320749,,2023-06-25,2023-09-19
529,Cardiac arrest,all events of Cardiac arrest. Persons exit on cohort end date,321042,,2023-06-25,2023-09-19
530,Peripheral vascular disease,all events of Peripheral vascular disease. Persons exit on cohort end date,321052,,2023-06-25,2023-09-19
531,Angina pectoris,all events of Angina pectoris. Persons exit on cohort end date,321318,,2023-06-25,2023-09-19
532,Heart disease,all events of Heart disease. Persons exit on cohort end date,"313217, 321588, 44784217",,2023-06-25,2023-09-19
533,Otitis media,all events of Otitis media. Persons exit on cohort end date,372328,,2023-06-25,2023-09-19
534,Transient cerebral ischemia,all events of Transient cerebral ischemia. Persons exit on cohort end date,373503,,2023-06-25,2023-09-19
535,Acute disseminated encephalomyelitis,all events of Acute disseminated encephalomyelitis. Persons exit on cohort end date,374021,,2023-06-25,2023-09-19
536,Age related macular degeneration,all events of Age related macular degeneration. Persons exit on cohort end date,"374028, 376966",,2023-06-25,2023-09-19
537,Sensorineural hearing loss,all events of Sensorineural hearing loss. Persons exit on cohort end date,"374366, 4110815",,2023-06-25,2023-09-19
538,Paralytic syndrome,all events of Paralytic syndrome. Persons exit on cohort end date,"374377, 4134120",,2023-06-25,2023-09-19
539,Multiple sclerosis,all events of Multiple sclerosis. Persons exit on cohort end date,374919,,2023-06-25,2023-09-19
540,Optic neuritis,all events of Optic neuritis. Persons exit on cohort end date,374954,,2023-06-25,2023-09-19
541,Idiopathic peripheral neuropathy,all events of Idiopathic peripheral neuropathy. Persons exit on cohort end date,375806,,2023-06-25,2023-09-19
542,Cerebral hemorrhage,all events of Cerebral hemorrhage. Persons exit on cohort end date,376713,,2023-06-25,2023-09-19
543,Seizure,all events of Seizure. Persons exit on cohort end date,377091,,2023-06-25,2023-09-19
544,Encephalitis,all events of Encephalitis. Persons exit on cohort end date,"378143, 380941",,2023-06-25,2023-09-19
545,Headache,all events of Headache. Persons exit on cohort end date,378253,,2023-06-25,2023-09-19
546,Retinal detachment,all events of Retinal detachment. Persons exit on cohort end date,378414,,2023-06-25,2023-09-19
547,Retinal disorder,all events of Retinal disorder. Persons exit on cohort end date,"376966, 378416, 4116208",,2023-06-25,2023-09-19
549,Epilepsy,all events of Epilepsy. Persons exit on cohort end date,380378,,2023-06-25,2023-09-19
550,Chronic inflammatory demyelinating polyradiculoneuropathy,all events of Chronic inflammatory demyelinating polyradiculoneuropathy. Persons exit on cohort end date,381009,,2023-06-25,2023-09-19
551,Microcephaly,all events of Microcephaly. Persons exit on cohort end date,"381114,606878",,2023-06-25,2023-09-22
552,Parkinson's disease,all events of Parkinson's disease. Persons exit on cohort end date,381270,,2023-06-25,2023-09-19
553,Cerebrovascular accident,all events of Cerebrovascular accident. Persons exit on cohort end date,381316,,2023-06-25,2023-09-19
554,Cerebrovascular disease,all events of Cerebrovascular disease. Persons exit on cohort end date,"381591, 4288310",,2023-06-25,2023-09-19
555,Blood coagulation disorder,all events of Blood coagulation disorder. Persons exit on cohort end date,432585,,2023-06-25,2023-09-19
556,Amyloidosis,all events of Amyloidosis. Persons exit on cohort end date,432595,,2023-06-25,2023-09-19
557,Angioedema,all events of Angioedema. Persons exit on cohort end date,432791,,2023-06-25,2023-09-19
558,Hyperlipidemia,all events of Hyperlipidemia. Persons exit on cohort end date,432867,,2023-06-25,2023-09-19
559,Thrombocytopenic disorder,all events of Thrombocytopenic disorder. Persons exit on cohort end date,432870,,2023-06-25,2023-09-19
560,Pancytopenia,all events of Pancytopenia. Persons exit on cohort end date,432881,,2023-06-25,2023-09-19
561,Myasthenic syndrome due to another disorder,all events of Myasthenic syndrome due to another disorder. Persons exit on cohort end date,432893,,2023-06-25,2023-09-19
562,Edema,all events of Edema. Persons exit on cohort end date,433595,,2023-06-25,2023-09-19
563,Obesity,all events of Obesity. Persons exit on cohort end date,433736,,2023-06-25,2023-09-19
564,Hidradenitis,all events of Hidradenitis. Persons exit on cohort end date,434119,,2023-06-25,2023-09-19
565,Tuberculosis,all events of Tuberculosis. Persons exit on cohort end date,"253954, 434557",,2023-06-25,2023-09-19
566,Kaposi's sarcoma (clinical),all events of Kaposi's sarcoma (clinical). Persons exit on cohort end date,434584,,2023-06-25,2023-09-19
567,B-cell lymphoma (clinical),all events of B-cell lymphoma (clinical). Persons exit on cohort end date,"434592, 4300704",,2023-06-25,2023-09-19
568,Hyperkalemia,all events of Hyperkalemia. Persons exit on cohort end date,434610,,2023-06-25,2023-09-19
569,Systemic inflammatory response syndrome,all events of Systemic inflammatory response syndrome. Persons exit on cohort end date,434821,,2023-06-25,2023-09-19
570,Leukopenia,all events of Leukopenia. Persons exit on cohort end date,"432881, 435224",,2023-06-25,2023-09-19
571,Schizophrenia,all events of Schizophrenia. Persons exit on cohort end date,435783,,2023-06-25,2025-03-29
572,Psychotic disorder,all events of Psychotic disorder. Persons exit on cohort end date,"435783, 436073",,2023-06-25,2023-09-19
573,Chronic pain,all events of Chronic pain. Persons exit on cohort end date,436096,,2023-06-25,2025-03-28
574,Narcolepsy,all events of Narcolepsy. Persons exit on cohort end date,436100,,2023-06-25,2023-09-19
575,Behcet's syndrome,all events of Behcet's syndrome. Persons exit on cohort end date,436642,,2023-06-25,2023-09-19
576,Bipolar disorder,all events of Bipolar disorder. Persons exit on cohort end date,436665,,2023-06-25,2025-03-29
577,Posttraumatic stress disorder,all events of Posttraumatic stress disorder. Persons exit on cohort end date,436676,,2023-06-25,2023-09-19
578,Insomnia,all events of Insomnia. Persons exit on cohort end date,436962,,2023-06-25,2023-09-19
579,Ankylosing spondylitis,all events of Ankylosing spondylitis. Persons exit on cohort end date,437082,,2023-06-25,2023-09-19
580,Respiratory syncytial virus infection,all events of Respiratory syncytial virus infection. Persons exit on cohort end date,"254058, 437222",,2023-06-25,2023-09-19
581,Multiple myeloma,all events of Multiple myeloma. Persons exit on cohort end date,437233,,2023-06-25,2023-09-19
582,Bleeding,all events of Bleeding. Persons exit on cohort end date,"192671, 437312",,2023-06-25,2023-09-19
583,Glaucoma,all events of Glaucoma. Persons exit on cohort end date,"435262, 437541",,2023-06-25,2023-09-19
584,Fever,all events of Fever. Persons exit on cohort end date,437663,,2023-06-25,2023-09-19
585,Hypokalemia,all events of Hypokalemia. Persons exit on cohort end date,437833,,2023-06-25,2023-09-19
586,Opioid dependence,all events of Opioid dependence. Persons exit on cohort end date,438120,,2023-06-25,2023-09-19
587,Opioid abuse,all events of Opioid abuse. Persons exit on cohort end date,438130,,2023-06-25,2023-09-19
588,Attention deficit hyperactivity disorder,all events of Attention deficit hyperactivity disorder. Persons exit on cohort end date,438409,,2023-06-25,2023-09-19
589,Pre-eclampsia,all events of Pre-eclampsia. Persons exit on cohort end date,439393,,2023-06-25,2023-09-19
590,Human immunodeficiency virus infection,all events of Human immunodeficiency virus infection. Persons exit on cohort end date,439727,,2023-06-25,2023-09-19
591,Autism spectrum disorder,all events of Autism spectrum disorder. Persons exit on cohort end date,"439776, 439780",,2023-06-25,2023-09-19
592,Anemia,all events of Anemia. Persons exit on cohort end date,439777,,2023-06-25,2023-09-19
593,Paralysis,all events of Paralysis. Persons exit on cohort end date,"374923, 440377",,2023-06-25,2023-09-19
594,Depressive disorder,all events of Depressive disorder. Persons exit on cohort end date,440383,,2023-06-25,2023-09-19
595,Pulmonary embolism,all events of Pulmonary embolism. Persons exit on cohort end date,"440417, 43530605",,2023-06-25,2023-09-19
596,Gout,all events of Gout. Persons exit on cohort end date,440674,,2023-06-25,2023-09-19
597,Takayasu's disease,all events of Takayasu's disease. Persons exit on cohort end date,440740,,2023-06-25,2023-09-19
598,Methicillin resistant Staphylococcus aureus infection,all events of Methicillin resistant Staphylococcus aureus infection. Persons exit on cohort end date,440940,,2023-06-25,2023-09-19
599,Anaphylaxis,all events of Anaphylaxis. Persons exit on cohort end date,441202,,2023-06-25,2023-09-19
600,Open-angle glaucoma,all events of Open-angle glaucoma. Persons exit on cohort end date,"435262, 441284",,2023-06-25,2023-09-19
601,Vomiting,all events of Vomiting. Persons exit on cohort end date,"27674, 441408",,2023-06-25,2023-09-19
602,Anxiety,all events of Anxiety. Persons exit on cohort end date,"441542, 442077",,2023-06-25,2023-09-19
603,Human papilloma virus infection,all events of Human papilloma virus infection. Persons exit on cohort end date,"140641, 441788",,2023-06-25,2023-09-19
604,Cranial nerve disorder,all events of Cranial nerve disorder. Persons exit on cohort end date,"374923, 441848",,2023-06-25,2023-09-19
605,Muscle pain,all events of Muscle pain. Persons exit on cohort end date,442752,,2023-06-25,2023-09-19
606,Stillbirth,all events of Stillbirth. Persons exit on cohort end date,"443213, 4014454",,2023-06-25,2023-09-19
607,Malignant tumor of stomach,all events of Malignant tumor of stomach. Persons exit on cohort end date,"196044, 443387",,2023-06-25,2023-09-19
608,Malignant neoplastic disease,all events of Malignant neoplastic disease. Persons exit on cohort end date,"137809, 443392",,2023-06-25,2023-09-19
609,Cerebral infarction,all events of Cerebral infarction. Persons exit on cohort end date,443454,,2023-06-25,2023-09-19
610,Eclampsia,all events of Eclampsia. Persons exit on cohort end date,"443700, 4116344",,2023-06-25,2023-09-19
611,Diabetic ketoacidosis,all events of Diabetic ketoacidosis. Persons exit on cohort end date,"443727, 4009303",,2023-06-25,2023-09-19
612,Acute tubular necrosis,all events of Acute tubular necrosis. Persons exit on cohort end date,444044,,2023-06-25,2023-09-19
613,Tachycardia,all events of Tachycardia. Persons exit on cohort end date,"313217, 444070",,2023-06-25,2023-09-19
614,Venous thrombosis,all events of Venous thrombosis. Persons exit on cohort end date,"444247, 43531681",,2023-06-25,2023-09-19
615,Herpes simplex,all events of Herpes simplex. Persons exit on cohort end date,"440021, 444429",,2023-06-25,2023-09-19
616,Acute arthritis,all events of Acute arthritis. Persons exit on cohort end date,"433000, 4000634",,2023-06-25,2023-09-19
617,Monoclonal gammopathy (clinical),all events of Monoclonal gammopathy (clinical). Persons exit on cohort end date,4002359,,2023-06-25,2023-09-19
618,Pulmonary arterial hypertension,all events of Pulmonary arterial hypertension. Persons exit on cohort end date,"4013643, 44783618",,2023-06-25,2023-09-19
619,Gestational diabetes mellitus,all events of Gestational diabetes mellitus. Persons exit on cohort end date,4024659,,2023-06-25,2023-09-19
620,Uveitis,all events of Uveitis. Persons exit on cohort end date,"434926, 4028363",,2023-06-25,2023-09-19
621,Renal impairment,all events of Renal impairment. Persons exit on cohort end date,"193782, 4030518",,2023-06-25,2023-09-19
622,Non-Hodgkin's lymphoma (clinical),all events of Non-Hodgkin's lymphoma (clinical). Persons exit on cohort end date,"4038838, 4300704",,2023-06-25,2023-09-19
623,Motor neuropathy with multiple conduction block,all events of Motor neuropathy with multiple conduction block. Persons exit on cohort end date,4046338,,2023-06-25,2023-09-19
